,Station_1,Date,Tmax_1,Tmin_1,Tavg_1,Depart_1,DewPoint_1,WetBulb_1,Heat_1,Cool_1,Sunrise_1,Sunset_1,PrecipTotal_1,StnPressure_1,SeaLevel_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,DewPoint_2,WetBulb_2,Heat_2,Cool_2,PrecipTotal_2,StnPressure_2,SeaLevel_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2,code_VCTS_1,code_BR_1,code_HZ_1,code_BCFG_1,code_VCFG_1,code_RA_1,code_FU_1,code_DZ_1,code_FG+_1,code_FG_1,code_MIFG_1,code_SN_1,code_TSRA_1,code_SQ_1,code_GR_1,code_TS_1,code_VCTS_2,code_BR_2,code_HZ_2,code_BCFG_2,code_VCFG_2,code_RA_2,code_FU_2,code_DZ_2,code_FG+_2,code_FG_2,code_MIFG_2,code_SN_2,code_TSRA_2,code_SQ_2,code_GR_2,code_TS_2,Depart_2,Sunrise_2,Sunset_2
246,1,2008-07-02,87,63,75.0,3.0,62,66.0,0.0,10.0,420.0,1931.0,0.2,29.09,29.79,8.7,23,13.2,89,63,76.0,62,67.0,0.0,11.0,0.12,29.14,29.78,7.4,24,11.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,420.0,1931.0
247,1,2008-07-03,71,55,63.0,-9.0,51,57.0,2.0,0.0,421.0,1931.0,0.001,29.34,30.04,11.6,3,12.0,71,59,65.0,51,57.0,0.0,0.0,0.001,29.39,30.01,13.3,3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,421.0,1931.0
248,1,2008-07-04,76,52,64.0,-8.0,50,57.0,1.0,0.0,422.0,1930.0,0.0,29.35,30.06,6.0,5,6.6,75,58,67.0,50,58.0,0.0,2.0,0.0,29.4,30.05,6.5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,422.0,1930.0
249,1,2008-07-05,80,54,67.0,-5.0,52,59.0,0.0,2.0,422.0,1930.0,0.0,29.31,30.03,4.6,7,7.0,79,57,68.0,52,60.0,0.0,3.0,0.0,29.36,30.01,4.7,10,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,422.0,1930.0
250,1,2008-07-06,87,59,73.0,1.0,57,65.0,0.0,8.0,423.0,1930.0,0.0,29.21,29.94,9.3,19,9.4,88,63,76.0,58,65.0,0.0,11.0,0.0,29.28,29.92,8.3,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,423.0,1930.0
251,1,2008-07-07,87,71,79.0,7.0,67,71.0,0.0,14.0,423.0,1930.0,0.03,29.16,29.87,10.9,22,11.9,87,74,81.0,68,71.0,0.0,16.0,0.11,29.21,29.86,10.8,21,11.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,423.0,1930.0
252,1,2008-07-08,85,70,78.0,5.0,67,71.0,0.0,13.0,424.0,1929.0,0.03,29.1,29.81,7.8,26,9.1,86,46,66.0,68,71.0,0.0,13.0,0.28,29.16,29.8,7.4,24,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,424.0,1929.0
253,1,2008-07-09,85,67,76.0,3.0,55,63.0,0.0,11.0,425.0,1929.0,0.001,29.26,29.95,9.5,31,10.3,85,67,76.0,55,64.0,0.0,11.0,0.0,29.31,29.94,8.1,32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,425.0,1929.0
254,1,2008-07-10,82,64,73.0,0.0,63,66.0,0.0,8.0,425.0,1929.0,0.72,29.26,29.99,8.5,23,9.2,84,64,74.0,62,67.0,0.0,9.0,0.43,29.33,29.97,8.1,23,8.6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,425.0,1929.0
255,1,2008-07-11,88,64,76.0,3.0,65,69.0,0.0,11.0,426.0,1928.0,0.34,29.23,29.97,5.2,20,8.4,89,64,77.0,65,69.0,0.0,12.0,0.03,29.3,29.95,3.7,19,7.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3.0,426.0,1928.0
256,1,2008-07-12,81,65,73.0,0.0,63,66.0,0.0,8.0,427.0,1928.0,0.73,29.19,29.89,7.7,26,10.3,83,66,75.0,64,67.0,0.0,10.0,0.65,29.25,29.87,8.4,26,11.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,427.0,1928.0
257,1,2008-07-13,79,62,71.0,-2.0,54,61.0,0.0,6.0,428.0,1927.0,0.0,29.12,29.84,12.1,27,12.4,79,61,70.0,53,61.0,0.0,5.0,0.0,29.18,29.83,13.6,27,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,428.0,1927.0
258,1,2008-07-14,84,62,73.0,0.0,54,62.0,0.0,8.0,428.0,1927.0,0.0,29.22,29.92,4.5,29,7.8,84,62,73.0,54,62.0,0.0,8.0,0.0,29.28,29.9,1.9,29,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,428.0,1927.0
259,1,2008-07-15,90,61,76.0,2.0,62,68.0,0.0,11.0,429.0,1926.0,0.0,29.3,30.0,6.8,23,7.4,91,67,79.0,63,69.0,0.0,14.0,0.0,29.36,29.98,7.8,22,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,429.0,1926.0
260,1,2008-07-16,90,71,81.0,7.0,66,70.0,0.0,16.0,430.0,1925.0,0.0,29.39,30.09,5.0,23,7.2,91,73,82.0,67,71.0,0.0,17.0,0.0,29.44,30.07,5.2,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,430.0,1925.0
261,1,2008-07-17,89,71,80.0,6.0,66,71.0,0.0,15.0,431.0,1925.0,0.0,29.33,30.05,8.6,22,9.0,90,74,82.0,66,71.0,0.0,17.0,0.0,29.39,30.03,8.9,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,431.0,1925.0
262,1,2008-07-18,86,74,80.0,6.0,68,72.0,0.0,15.0,432.0,1924.0,0.04,29.24,29.95,2.6,22,5.4,91,73,82.0,67,71.0,0.0,17.0,0.001,29.3,29.94,6.8,23,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,432.0,1924.0
263,1,2008-07-19,78,67,73.0,-1.0,68,69.0,0.0,8.0,433.0,1923.0,1.61,29.19,29.91,2.0,33,5.8,80,70,75.0,70,71.0,0.0,10.0,1.22,29.24,29.89,1.1,23,5.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,433.0,1923.0
264,1,2008-07-20,86,68,77.0,3.0,68,71.0,0.0,12.0,433.0,1923.0,0.74,29.2,29.91,4.5,25,5.7,86,68,77.0,68,71.0,0.0,12.0,0.43,29.25,29.89,6.1,27,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,433.0,1923.0
265,1,2008-07-21,83,68,76.0,2.0,65,68.0,0.0,11.0,434.0,1922.0,0.13,29.21,29.92,3.3,3,7.4,84,70,77.0,66,69.0,0.0,12.0,0.13,29.26,29.9,2.4,2,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,434.0,1922.0
266,1,2008-07-22,77,63,70.0,-4.0,59,64.0,0.0,5.0,435.0,1921.0,0.001,29.31,30.0,8.2,3,8.7,75,66,71.0,61,64.0,0.0,6.0,0.06,29.36,29.98,8.6,3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.0,435.0,1921.0
267,1,2008-07-23,81,60,71.0,-3.0,52,60.0,0.0,6.0,436.0,1920.0,0.0,29.39,30.1,7.6,2,8.5,81,60,71.0,52,61.0,0.0,6.0,0.0,29.44,30.08,8.3,36,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,436.0,1920.0
268,1,2008-07-24,82,59,71.0,-3.0,53,61.0,0.0,6.0,437.0,1919.0,0.0,29.33,30.05,3.9,24,4.4,82,60,71.0,52,61.0,0.0,6.0,0.0,29.39,30.04,4.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,437.0,1919.0
269,1,2008-07-25,82,61,72.0,-2.0,63,67.0,0.0,7.0,438.0,1918.0,0.0,29.26,29.99,5.5,23,6.9,84,65,75.0,63,67.0,0.0,10.0,0.0,29.33,29.98,6.8,22,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,438.0,1918.0
270,1,2008-07-26,84,65,75.0,1.0,58,65.0,0.0,10.0,439.0,1918.0,0.0,29.22,29.94,8.5,31,9.1,85,67,76.0,58,66.0,0.0,11.0,0.0,29.28,29.92,6.9,30,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,439.0,1918.0
271,1,2008-07-27,83,62,73.0,-1.0,58,64.0,0.0,8.0,440.0,1917.0,0.0,29.16,29.89,5.9,24,6.7,83,63,73.0,58,65.0,0.0,8.0,0.0,29.22,29.87,5.9,24,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,440.0,1917.0
272,1,2008-07-28,85,66,76.0,2.0,63,67.0,0.0,11.0,441.0,1916.0,0.0,29.16,29.87,4.0,7,6.1,84,70,77.0,63,68.0,0.0,12.0,0.0,29.21,29.85,4.4,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,441.0,1916.0
273,1,2008-07-29,88,65,77.0,3.0,67,70.0,0.0,12.0,442.0,1915.0,0.05,29.14,29.85,6.4,20,7.9,89,70,80.0,67,71.0,0.0,15.0,0.23,29.21,29.83,5.9,20,7.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,442.0,1915.0
274,1,2008-07-30,89,72,81.0,7.0,65,70.0,0.0,16.0,443.0,1914.0,0.0,29.04,29.75,7.8,27,8.6,90,72,81.0,67,71.0,0.0,16.0,0.0,29.1,29.73,8.8,27,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,443.0,1914.0
275,1,2008-07-31,89,72,81.0,7.0,67,70.0,0.0,16.0,444.0,1913.0,0.14,29.06,29.76,4.9,27,5.8,89,71,80.0,69,72.0,0.0,15.0,0.5,29.11,29.74,5.6,27,6.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,444.0,1913.0
276,1,2008-08-01,89,68,79.0,6.0,68,72.0,0.0,14.0,445.0,1911.0,1.05,29.09,29.79,3.1,31,5.7,89,72,81.0,69,73.0,0.0,16.0,0.0,29.14,29.77,1.9,6,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,445.0,1911.0
277,1,2008-08-02,81,65,73.0,0.0,59,65.0,0.0,8.0,446.0,1910.0,0.0,29.24,29.93,8.4,3,9.2,80,68,74.0,60,65.0,0.0,9.0,0.0,29.28,29.9,8.6,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,446.0,1910.0
278,1,2008-08-03,84,61,73.0,0.0,61,66.0,0.0,8.0,447.0,1909.0,0.0,29.24,29.96,5.3,18,6.0,85,63,74.0,61,67.0,0.0,9.0,0.0,29.3,29.94,5.2,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,447.0,1909.0
279,1,2008-08-04,87,70,79.0,6.0,68,70.0,0.0,14.0,448.0,1908.0,2.43,29.18,29.9,3.1,18,9.0,88,69,79.0,69,71.0,0.0,14.0,0.59,29.24,29.89,2.9,19,9.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0,448.0,1908.0
280,1,2008-08-05,87,69,78.0,5.0,67,71.0,0.0,13.0,449.0,1907.0,0.0,29.24,29.93,6.2,31,7.4,88,71,80.0,69,72.0,0.0,15.0,0.08,29.3,29.91,2.9,31,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,449.0,1907.0
281,1,2008-08-06,84,67,76.0,3.0,60,66.0,0.0,11.0,450.0,1906.0,0.0,29.29,30.0,6.8,30,8.1,84,67,76.0,60,66.0,0.0,11.0,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,450.0,1906.0
282,1,2008-08-07,82,64,73.0,0.0,56,63.0,0.0,8.0,451.0,1904.0,0.0,29.26,29.98,7.8,34,9.4,81,63,72.0,57,63.0,0.0,7.0,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,451.0,1904.0
283,1,2008-08-08,79,63,71.0,-2.0,54,61.0,0.0,6.0,452.0,1903.0,0.0,29.29,30.01,4.5,2,7.4,78,64,71.0,54,61.0,0.0,6.0,0.0,29.34,29.99,3.5,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,452.0,1903.0
284,1,2008-08-09,80,62,71.0,-2.0,58,62.0,0.0,6.0,453.0,1902.0,0.001,29.2,29.92,2.6,31,9.0,78,61,70.0,58,63.0,0.0,5.0,0.001,29.25,29.91,3.8,28,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.0,453.0,1902.0
285,1,2008-08-10,74,58,66.0,-7.0,52,58.0,0.0,1.0,454.0,1900.0,0.0,29.31,30.02,8.4,2,9.0,74,61,68.0,53,59.0,0.0,3.0,0.0,29.36,30.0,10.2,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,454.0,1900.0
286,1,2008-08-11,77,59,68.0,-5.0,57,61.0,0.0,3.0,455.0,1859.0,0.0,29.3,30.02,3.9,5,6.3,76,60,68.0,57,62.0,0.0,3.0,0.0,29.36,30.01,3.5,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,455.0,1859.0
287,1,2008-08-12,77,61,69.0,-4.0,57,62.0,0.0,4.0,456.0,1858.0,0.0,29.17,29.9,3.3,10,3.8,77,62,70.0,57,62.0,0.0,5.0,0.0,29.23,29.89,3.3,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,456.0,1858.0
288,1,2008-08-13,79,66,73.0,0.0,59,63.0,0.0,8.0,457.0,1856.0,0.06,29.11,29.84,3.0,7,4.6,77,66,72.0,59,63.0,0.0,7.0,0.001,29.17,29.82,3.1,8,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,457.0,1856.0
289,1,2008-08-14,79,63,71.0,-1.0,60,64.0,0.0,6.0,458.0,1855.0,0.0,29.23,29.93,7.3,3,7.9,78,65,72.0,60,64.0,0.0,7.0,0.001,29.28,29.91,7.7,3,8.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,458.0,1855.0
290,1,2008-08-15,78,61,70.0,-2.0,54,61.0,0.0,5.0,459.0,1854.0,0.0,29.44,30.13,6.9,3,7.9,78,61,70.0,55,61.0,0.0,5.0,0.0,29.49,30.11,7.5,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,459.0,1854.0
291,1,2008-08-16,83,58,71.0,-1.0,53,61.0,0.0,6.0,500.0,1852.0,0.0,29.4,30.13,5.7,29,6.5,82,59,71.0,53,61.0,0.0,6.0,0.0,29.46,30.11,5.5,29,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,500.0,1852.0
292,1,2008-08-17,84,63,74.0,2.0,60,65.0,0.0,9.0,501.0,1851.0,0.0,29.28,30.01,7.9,26,8.0,85,63,74.0,59,65.0,0.0,9.0,0.0,29.34,30.0,8.5,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,501.0,1851.0
293,1,2008-08-18,85,65,75.0,3.0,57,64.0,0.0,10.0,502.0,1849.0,0.0,29.26,29.98,7.2,27,7.4,85,65,75.0,58,65.0,0.0,10.0,0.0,29.33,29.97,6.6,26,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,502.0,1849.0
294,1,2008-08-19,82,63,73.0,2.0,64,67.0,0.0,8.0,503.0,1848.0,0.0,29.38,30.08,5.9,4,6.7,84,65,75.0,64,68.0,0.0,10.0,0.0,29.42,30.05,4.9,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,503.0,1848.0
295,1,2008-08-20,81,65,73.0,2.0,60,65.0,0.0,8.0,504.0,1846.0,0.0,29.4,30.12,6.0,9,7.4,81,67,74.0,59,65.0,0.0,9.0,0.0,29.46,30.1,7.3,10,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,504.0,1846.0
296,1,2008-08-21,82,68,75.0,4.0,61,66.0,0.0,10.0,505.0,1845.0,0.001,29.31,30.03,6.5,15,8.4,82,69,76.0,60,66.0,0.0,11.0,0.001,29.36,30.02,6.5,14,7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,505.0,1845.0
297,1,2008-08-22,83,72,78.0,7.0,68,71.0,0.0,13.0,506.0,1843.0,0.09,29.32,30.03,12.7,19,12.8,84,75,80.0,69,72.0,0.0,15.0,0.001,29.39,30.02,11.1,19,11.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,506.0,1843.0
298,1,2008-08-23,87,68,78.0,7.0,66,70.0,0.0,13.0,508.0,1842.0,0.0,29.31,30.02,7.6,25,9.4,90,69,80.0,68,71.0,0.0,15.0,0.0,29.36,30.0,8.3,24,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,508.0,1842.0
299,1,2008-08-24,77,63,70.0,-1.0,57,62.0,0.0,5.0,509.0,1840.0,0.0,29.34,30.05,7.7,3,9.7,78,65,72.0,57,63.0,0.0,7.0,0.0,29.38,30.03,8.7,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,509.0,1840.0
300,1,2008-08-25,74,64,69.0,-1.0,54,60.0,0.0,4.0,510.0,1839.0,0.0,29.36,30.08,11.1,5,11.4,74,66,70.0,56,61.0,0.0,5.0,0.0,29.41,30.06,12.7,5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,510.0,1839.0
301,1,2008-08-26,76,61,69.0,-1.0,54,60.0,0.0,4.0,511.0,1837.0,0.0,29.29,30.03,7.7,7,8.4,75,61,68.0,55,61.0,0.0,3.0,0.0,29.34,30.01,7.9,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,511.0,1837.0
302,1,2008-08-27,83,61,72.0,2.0,56,63.0,0.0,7.0,512.0,1835.0,0.0,29.2,29.93,4.6,7,5.9,82,60,71.0,57,63.0,0.0,6.0,0.0,29.25,29.91,4.2,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,512.0,1835.0
303,1,2008-08-28,80,63,72.0,2.0,64,67.0,0.0,7.0,513.0,1834.0,0.06,29.1,29.82,5.7,19,6.7,81,67,74.0,65,68.0,0.0,9.0,0.02,29.15,29.8,5.7,19,6.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,513.0,1834.0
304,1,2008-08-29,85,64,75.0,5.0,58,65.0,0.0,10.0,514.0,1832.0,0.04,29.24,29.93,3.5,35,6.5,84,67,76.0,61,66.0,0.0,11.0,0.001,29.29,29.91,3.6,2,6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,514.0,1832.0
305,1,2008-08-30,87,56,72.0,2.0,55,62.0,0.0,7.0,515.0,1831.0,0.0,29.39,30.09,2.6,24,3.8,87,61,74.0,55,64.0,0.0,9.0,0.0,29.44,30.07,2.0,23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,515.0,1831.0
306,1,2008-08-31,90,60,75.0,6.0,56,64.0,0.0,10.0,516.0,1829.0,0.0,29.41,30.13,4.8,13,5.4,89,65,77.0,57,65.0,0.0,12.0,0.0,29.47,30.11,4.8,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,516.0,1829.0
307,1,2008-09-01,90,62,76.0,8.0,54,63.0,0.0,11.0,517.0,1827.0,0.0,29.37,30.09,7.0,14,7.7,89,67,78.0,54,64.0,0.0,13.0,0.0,29.42,30.07,7.7,12,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,517.0,1827.0
308,1,2008-09-02,94,65,80.0,12.0,61,68.0,0.0,15.0,518.0,1826.0,0.0,29.31,30.02,3.2,21,4.4,95,68,82.0,61,68.0,0.0,17.0,0.001,29.36,30.0,2.8,17,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.0,518.0,1826.0
309,1,2008-09-03,77,66,72.0,4.0,60,64.0,0.0,7.0,519.0,1824.0,0.02,29.31,30.02,9.8,1,10.4,77,68,73.0,62,65.0,0.0,8.0,0.0,29.34,29.99,11.2,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,519.0,1824.0
310,1,2008-09-04,67,61,64.0,-4.0,61,62.0,1.0,0.0,520.0,1822.0,2.9,29.08,29.82,11.6,3,12.4,68,63,66.0,63,64.0,0.0,1.0,2.68,29.13,29.8,11.2,3,12.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.0,520.0,1822.0
311,1,2008-09-05,70,57,64.0,-3.0,56,59.0,1.0,0.0,521.0,1821.0,0.0,29.22,29.93,5.9,34,6.9,68,58,63.0,58,60.0,2.0,0.0,0.01,29.28,29.92,4.3,32,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.0,521.0,1821.0
312,1,2008-09-06,74,53,64.0,-3.0,54,58.0,1.0,0.0,522.0,1819.0,0.01,29.28,29.98,4.9,27,5.3,74,56,65.0,54,59.0,0.0,0.0,0.001,29.34,29.98,5.1,28,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.0,522.0,1819.0
313,1,2008-09-07,74,55,65.0,-2.0,51,57.0,0.0,0.0,523.0,1817.0,0.0,29.35,30.06,6.4,26,6.6,74,58,66.0,52,58.0,0.0,1.0,0.01,29.41,30.05,7.0,26,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,523.0,1817.0
314,1,2008-09-08,67,52,60.0,-6.0,52,55.0,5.0,0.0,524.0,1815.0,1.23,29.41,30.11,4.6,34,6.2,70,53,62.0,54,56.0,3.0,0.0,1.01,29.45,30.1,4.9,33,6.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.0,524.0,1815.0
315,1,2008-09-09,69,49,59.0,-7.0,45,52.0,6.0,0.0,525.0,1814.0,0.0,29.45,30.17,3.9,36,6.4,68,49,59.0,46,52.0,6.0,0.0,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,525.0,1814.0
316,1,2008-09-10,72,48,60.0,-6.0,48,54.0,5.0,0.0,526.0,1812.0,0.0,29.47,30.21,4.3,14,5.1,72,50,61.0,47,54.0,4.0,0.0,0.0,29.54,30.2,4.0,14,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,526.0,1812.0
